"","fire_fly_id","home","sports","news","life","entertainment","tech","weather","opinion","travel","money","search","pct_home","pct_sports","pct_news","pct_life","pct_entertainment","pct_tech","pct_weather","pct_opinion","pct_travel","pct_money","pct_search","Other","gallery","homefront","section.front","story","sub.section","pct_Other","pct_homefront","pct_section.front","pct_story","pct_sub.section"
"1121",3472453,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
"1122",3472990,9,0,0,0,0,0,0,0,0,0,0,0.0471204188481675,0,0,0,0,0,0,0,0,0,0,182,0,9,0,0,0,0.952879581151832,0.0471204188481675,0,0,0
"1123",3475865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,16,0.826086956521739,0,0,0,0.173913043478261
"1124",3475920,11053,7934,7242,19188,2444,9,6,40,5,133,0,0.229658410904255,0.164852061170213,0.150473736702128,0.398686835106383,0.05078125,0.000187001329787234,0.000124667553191489,0.000831117021276596,0.000103889627659574,0.00276346409574468,0,1392,0.645133809840426,10914,836,3782,155,0.0289228723404255,0.226770279255319,0.0173703457446809,0.0785821143617021,0.00322057845744681
"1125",3478588,0,2,0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"1126",3478681,8,1308,18,2,1,0,0,0,0,0,0,0.00554785020804438,0.907073509015257,0.0124826629680999,0.0013869625520111,0.000693481276005548,0,0,0,0,0,0,117,0.78502080443828,2,22,152,17,0.0811373092926491,0.0013869625520111,0.0152565880721221,0.105409153952843,0.0117891816920943
"1127",3478712,123,10,197,40,0,0,0,6,1,2,0,0.321148825065274,0.0261096605744125,0.514360313315927,0.10443864229765,0,0,0,0.0156657963446475,0.00261096605744125,0.00522193211488251,0,39,0.305483028720627,123,25,67,12,0.101827676240209,0.321148825065274,0.0652741514360313,0.174934725848564,0.031331592689295
"1128",3481783,279,16,578,14,229,0,0,5,25,11,0,0.240724762726488,0.0138050043140638,0.498705780845557,0.0120793787748059,0.197584124245039,0,0,0.00431406384814495,0.0215703192407248,0.0094909404659189,0,79,0.34167385677308,278,56,344,6,0.0681622088006903,0.239861949956859,0.0483175150992235,0.296807592752373,0.00517687661777394
"1129",3485306,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.5,0,0,0.5,0
"1130",3485534,10,0,214,0,0,0,0,0,0,1,1,0.043859649122807,0,0.93859649122807,0,0,0,0,0,0,0.0043859649122807,0.0043859649122807,15,0.675438596491228,10,28,21,0,0.0657894736842105,0.043859649122807,0.12280701754386,0.0921052631578947,0
"1131",3486151,20,1,8,0,2,0,0,0,0,0,0,0.0267379679144385,0.00133689839572193,0.0106951871657754,0,0.00267379679144385,0,0,0,0,0,0,717,0,20,6,5,0,0.95855614973262,0.0267379679144385,0.00802139037433155,0.00668449197860963,0
"1132",3486399,0,21,4,784,0,0,0,0,0,0,0,0,0.0258939580764488,0.00493218249075216,0.966707768187423,0,0,0,0,0,0,0,7,0.966707768187423,0,2,18,0,0.00863131935881628,0,0.00246609124537608,0.0221948212083847,0
"1133",3487975,96,0,0,0,0,0,0,0,0,0,0,0.359550561797753,0,0,0,0,0,0,0,0,0,0,153,0,96,0,0,18,0.573033707865168,0.359550561797753,0,0,0.0674157303370786
"1134",3489575,485,231,182,4338,14,0,1,13,5,4,4,0.0859015232022671,0.040913921360255,0.0322352107686858,0.768331562167906,0.00247963159759122,0,0.000177116542685087,0.00230251505490613,0.000885582713425434,0.000708466170740347,0.000708466170740347,632,0.767800212539851,413,28,166,72,0.111937654976975,0.0731491321289408,0.00495926319518243,0.0294013460857244,0.0127523910733262
"1135",3490387,127,170,11419,735,2508,0,0,0,0,2,60,0.00844246493385628,0.011300937313036,0.75909060692681,0.0488599348534202,0.166722063418201,0,0,0,0,0.000132952203682776,0.00398856611048328,403,0.889117862128565,127,484,630,24,0.0267898690420794,0.00844246493385628,0.0321744332912318,0.0418799441600745,0.00159542644419331
"1136",3492606,118,48,2273,2372,13081,1,6,2,1,36,1,0.00653920753671377,0.00266001662510391,0.125962870601275,0.131449154890551,0.724909947353838,5.54170130229981e-05,0.000332502078137988,0.000110834026045996,5.54170130229981e-05,0.00199501246882793,5.54170130229981e-05,215,0.949958437240233,103,166,404,15,0.0119146577999446,0.0057079523413688,0.00919922416181768,0.0223884732612912,0.000831255195344971
"1137",3492666,2551,14849,12676,459,984,3,3,5,2,41,38,0.0792506756966666,0.461306657553823,0.393799123924322,0.014259529652987,0.0305694491907173,9.31995402156016e-05,9.31995402156016e-05,0.000155332567026003,6.21330268104011e-05,0.00127372704961322,0.00118052750939762,408,0.856099909907111,2492,134,1460,138,0.0126751374693218,0.0774177514057597,0.00416291279629687,0.0453571095715928,0.00428717884991767
"1138",3493433,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"1139",3493459,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"1140",3493525,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1141",3496477,3535,4465,2821,1151,3965,0,0,15,0,298,5,0.208026834578944,0.262755252162655,0.166009533337257,0.0677337727299476,0.233331371741305,0,0,0.000882716412640499,0,0.0175366327311246,0.0002942388042135,890,0.682928264579533,3535,97,784,82,0.0523745071500029,0.208026834578944,0.00570823280174189,0.0461366445006767,0.00482551638910139
"1142",3497085,51,120,183,1333,3969,0,0,9,0,1,0,0.00886648122392211,0.0208623087621697,0.0318150208623088,0.231745479833102,0.690020862308762,0,0,0.00156467315716273,0,0.000173852573018081,0,132,0.910639777468707,41,112,217,12,0.0229485396383866,0.00712795549374131,0.019471488178025,0.0377260083449235,0.00208623087621697
"1143",3497404,1,53,5,1158,11,0,0,0,0,0,0,0.000693962526023595,0.0367800138792505,0.00346981263011797,0.803608605135323,0.00763358778625954,0,0,0,0,0,0,183,0.759888965995836,1,2,106,54,0.126995142262318,0.000693962526023595,0.00138792505204719,0.073560027758501,0.0374739764052741
"1144",3497470,5801,22,76,2746,1,0,0,0,0,0,4,0.635377875136911,0.00240963855421687,0.00832420591456736,0.300766703176342,0.000109529025191676,0,0,0,0,0,0.000438116100766703,504,0.284884994523549,5789,24,200,12,0.0552026286966046,0.634063526834611,0.00262869660460022,0.0219058050383352,0.00131434830230011
"1145",3498540,2708,55148,19002,10309,160,0,0,26,961,12,25,0.0304834806101199,0.620791354758823,0.213902178195531,0.116046603253222,0.00180109191197163,0,0,0.00029267743569539,0.0108178082962796,0.000135081893397872,0.000281420611245568,2414,0.755816964034446,2677,9587,6779,235,0.027173974221872,0.0301345190521754,0.10791917600045,0.0763100129453481,0.00264535374570834
"1146",3498688,408,168,1936,35,406,9,2,8,4,8,0,0.134078212290503,0.0552086756490306,0.636214262241209,0.0115018074268814,0.133420966151824,0.00295760762405521,0.000657246138678935,0.00262898455471574,0.00131449227735787,0.00262898455471574,0,150,0.146894511994742,408,1411,615,12,0.0492934604009201,0.134078212290503,0.463687150837989,0.202103187643773,0.00394347683207361
"1147",3500871,0,1398,0,0,0,0,0,0,0,0,0,0,0.998571428571429,0,0,0,0,0,0,0,0,0,67,0,0,727,587,19,0.0478571428571429,0,0.519285714285714,0.419285714285714,0.0135714285714286
"1148",3500983,4,0,0,0,0,0,0,0,0,0,0,0.0330578512396694,0,0,0,0,0,0,0,0,0,0,117,0,4,0,0,0,0.966942148760331,0.0330578512396694,0,0,0
"1149",3501160,6,0,29,0,0,0,0,0,0,0,0,0.028169014084507,0,0.136150234741784,0,0,0,0,0,0,0,0,178,0,5,0,29,1,0.835680751173709,0.0234741784037559,0,0.136150234741784,0.00469483568075117
"1150",3502624,56,26,18,9,6,0,0,0,0,0,4,0.0830860534124629,0.0385756676557863,0.0267062314540059,0.013353115727003,0.00890207715133531,0,0,0,0,0,0.00593471810089021,586,0,56,7,25,0,0.869436201780415,0.0830860534124629,0.0103857566765579,0.0370919881305638,0
