fire_fly_id,referrer_type_value,percentbyref
3168661,Search Engines,0.25
3168661,Social Networks,0.5
3168661,Typed/Bookmarked,0.75
3168734,Inside Your Site,0.6231617647058824
3168734,Other Web Sites,0.007352941176470588
3168734,Search Engines,0.007352941176470588
3168734,Social Networks,0.07904411764705882
3168734,Typed/Bookmarked,0.9816176470588235
3168765,Inside Your Site,0.08333333333333333
3168765,Search Engines,0.06666666666666667
3168765,Typed/Bookmarked,0.9333333333333333
3168794,Inside Your Site,0.8919803600654664
3168794,Other Web Sites,0.0032733224222585926
3168794,Search Engines,0.016366612111292964
3168794,Social Networks,0.0016366612111292963
3168794,Typed/Bookmarked,0.8821603927986906
3168950,Inside Your Site,0.6428571428571429
3168950,Other Web Sites,0.07142857142857142
3168950,Search Engines,0.39285714285714285
3168950,Typed/Bookmarked,0.5357142857142857
3168995,Social Networks,1
3168995,Typed/Bookmarked,0.3333333333333333
3169136,Inside Your Site,0.29411764705882354
3169136,Search Engines,0.17647058823529413
3169136,Typed/Bookmarked,0.8823529411764706
3169357,Inside Your Site,0.09523809523809523
3169357,Other Web Sites,0.8571428571428571
3169357,Typed/Bookmarked,0.09523809523809523
3169361,Inside Your Site,0.6842105263157895
3169361,Search Engines,0.15789473684210525
3169361,Typed/Bookmarked,0.8421052631578947
3169564,Inside Your Site,1
3169564,Other Web Sites,0.2
3169564,Search Engines,0.2
3169564,Typed/Bookmarked,0.6
3169567,Inside Your Site,0.03007518796992481
3169567,Typed/Bookmarked,1
3169617,Inside Your Site,0.4594594594594595
3169617,Other Web Sites,0.0945945945945946
3169617,Search Engines,0.04054054054054054
3169617,Social Networks,0.013513513513513514
3169617,Typed/Bookmarked,0.8783783783783784
3169718,Inside Your Site,0.3592233009708738
3169718,Other Web Sites,0.003236245954692557
3169718,Search Engines,0.1262135922330097
3169718,Social Networks,0.003236245954692557
3169718,Typed/Bookmarked,0.9385113268608414
3169764,Typed/Bookmarked,1
3169993,Inside Your Site,1
3169993,Typed/Bookmarked,1
3170183,Inside Your Site,0.16055045871559634
3170183,Other Web Sites,0.022935779816513763
3170183,Search Engines,0.0779816513761468
3170183,Typed/Bookmarked,0.944954128440367
3170225,Inside Your Site,0.3333333333333333
3170225,Other Web Sites,0.16666666666666666
3170225,Search Engines,0.3333333333333333
3170225,Typed/Bookmarked,0.5
3170257,Inside Your Site,0.18181818181818182
3170257,Other Web Sites,0.030303030303030304
3170257,Search Engines,0.06060606060606061
3170257,Typed/Bookmarked,0.9393939393939394
3170370,Inside Your Site,0.6111111111111112
3170370,Search Engines,0.1111111111111111
3170370,Social Networks,0.2222222222222222
3170370,Typed/Bookmarked,0.6111111111111112
3170416,Inside Your Site,0.13013698630136986
3170416,Other Web Sites,0.0136986301369863
3170416,Search Engines,0.1232876712328767
3170416,Typed/Bookmarked,0.9315068493150684
3170471,Inside Your Site,0.5
3170471,Other Web Sites,0.07142857142857142
3170471,Search Engines,0.2857142857142857
3170471,Social Networks,0.07142857142857142
3170471,Typed/Bookmarked,0.7142857142857143
3170560,Inside Your Site,0.7894736842105263
3170560,Search Engines,0.10526315789473684
3170560,Social Networks,0.15789473684210525
3170560,Typed/Bookmarked,0.631578947368421
3170565,Inside Your Site,0.23529411764705882
3170565,Search Engines,0.5588235294117647
3170565,Typed/Bookmarked,0.5588235294117647
3170696,Inside Your Site,0.13238289205702647
3170696,Other Web Sites,0.06313645621181263
3170696,Search Engines,0.038696537678207736
3170696,Social Networks,0.059063136456211814
3170696,Typed/Bookmarked,0.9714867617107943
3170726,Inside Your Site,0.0782608695652174
3170726,Search Engines,0.1826086956521739
3170726,Typed/Bookmarked,0.9130434782608695
3170734,Inside Your Site,0.32786885245901637
3170734,Other Web Sites,0.03278688524590164
3170734,Search Engines,0.03278688524590164
3170734,Social Networks,0.01639344262295082
3170734,Typed/Bookmarked,0.9672131147540983
3170745,Inside Your Site,0.20689655172413793
3170745,Search Engines,0.1724137931034483
3170745,Typed/Bookmarked,0.7931034482758621
3170918,Inside Your Site,1
3170918,Social Networks,0.25
3170918,Typed/Bookmarked,0.25
3170950,Inside Your Site,0.2631578947368421
3170950,Search Engines,0.10526315789473684
3170950,Typed/Bookmarked,0.7894736842105263
3170961,Inside Your Site,0.1031390134529148
3170961,Other Web Sites,0.004484304932735426
3170961,Search Engines,0.017937219730941704
3170961,Typed/Bookmarked,0.9955156950672646
3171122,Inside Your Site,0.8089171974522293
3171122,Search Engines,0.01910828025477707
3171122,Social Networks,0.025477707006369428
3171122,Typed/Bookmarked,0.9766454352441614
3171170,Inside Your Site,0.8222222222222222
3171170,Typed/Bookmarked,0.9777777777777777
3171205,Inside Your Site,0.15789473684210525
3171205,Search Engines,0.3157894736842105
3171205,Typed/Bookmarked,0.8421052631578947
3171207,Inside Your Site,1
3171207,Typed/Bookmarked,0.5
3171418,Inside Your Site,0.15934065934065933
3171418,Other Web Sites,0.13736263736263737
3171418,Search Engines,0.02197802197802198
3171418,Social Networks,0.08791208791208792
3171418,Typed/Bookmarked,0.8791208791208791
3171598,Inside Your Site,0.36904761904761907
3171598,Other Web Sites,0.05952380952380952
3171598,Search Engines,0.13095238095238096
3171598,Social Networks,0.03571428571428571
3171598,Typed/Bookmarked,0.8452380952380952
3171659,Inside Your Site,0.42857142857142855
3171659,Search Engines,0.2857142857142857
3171659,Typed/Bookmarked,0.5714285714285714
3171686,Inside Your Site,0.05405405405405406
3171686,Social Networks,0.918918918918919
3171686,Typed/Bookmarked,0.2702702702702703
3171721,Inside Your Site,0.0967741935483871
3171721,Search Engines,0.016129032258064516
3171721,Typed/Bookmarked,1
3171883,Inside Your Site,0.5333333333333333
3171883,Other Web Sites,0.03333333333333333
3171883,Search Engines,0.13333333333333333
3171883,Social Networks,0.1
3171883,Typed/Bookmarked,0.8666666666666667
3171910,Inside Your Site,0.6666666666666666
3171910,Typed/Bookmarked,0.5
3171924,Inside Your Site,0.11764705882352941
3171924,Search Engines,0.29411764705882354
3171924,Typed/Bookmarked,0.9411764705882353
3171935,Inside Your Site,0.23809523809523808
3171935,Search Engines,0.047619047619047616
3171935,Social Networks,0.047619047619047616
3171935,Typed/Bookmarked,0.9523809523809523
3171992,Inside Your Site,0.19298245614035087
3171992,Other Web Sites,0.017543859649122806
3171992,Typed/Bookmarked,0.9649122807017544
3172036,Inside Your Site,0.2465753424657534
3172036,Other Web Sites,0.8767123287671232
3172036,Search Engines,0.0136986301369863
3172036,Social Networks,0.0136986301369863
3172036,Typed/Bookmarked,0.1643835616438356
3172141,Inside Your Site,0.3333333333333333
3172141,Other Web Sites,0.031746031746031744
3172141,Search Engines,0.07936507936507936
3172141,Typed/Bookmarked,0.8412698412698413
3172208,Inside Your Site,0.75
3172208,Other Web Sites,0.25
3172208,Typed/Bookmarked,0.75
3172377,Other Web Sites,0.5555555555555556
3172377,Typed/Bookmarked,0.5555555555555556
3172699,Inside Your Site,0.2
3172699,Search Engines,0.2
3172699,Social Networks,0.08
3172699,Typed/Bookmarked,0.76
3172789,Inside Your Site,0.17647058823529413
3172789,Other Web Sites,0.026143790849673203
3172789,Search Engines,0.09803921568627451
3172789,Social Networks,0.006535947712418301
3172789,Typed/Bookmarked,0.9738562091503268
3172812,Inside Your Site,0.02005730659025788
3172812,Other Web Sites,0.0057306590257879654
3172812,Search Engines,0.014326647564469915
3172812,Social Networks,0.9312320916905444
3172812,Typed/Bookmarked,0.27507163323782235
3172832,Inside Your Site,0.8333333333333334
3172832,Search Engines,0.6666666666666666
3172832,Typed/Bookmarked,1
3172864,Inside Your Site,0.6842105263157895
3172864,Search Engines,0.15789473684210525
3172864,Social Networks,0.10526315789473684
3172864,Typed/Bookmarked,0.631578947368421
3172929,Inside Your Site,0.6666666666666666
3172929,Typed/Bookmarked,0.3333333333333333
3172951,Inside Your Site,0.7241379310344828
3172951,Other Web Sites,0.034482758620689655
3172951,Search Engines,0.034482758620689655
3172951,Typed/Bookmarked,0.9310344827586207
3173151,Inside Your Site,0.4
3173151,Search Engines,0.2
3173151,Social Networks,0.2
3173151,Typed/Bookmarked,0.8
3173307,Inside Your Site,1
3173405,Inside Your Site,1
3173405,Search Engines,0.5
3173405,Typed/Bookmarked,0.5
3173543,Inside Your Site,0.38181818181818183
3173543,Other Web Sites,0.05454545454545454
3173543,Search Engines,0.16363636363636364
3173543,Social Networks,0.38181818181818183
3173543,Typed/Bookmarked,0.5818181818181818
3173603,Inside Your Site,0.1783625730994152
3173603,Other Web Sites,0.0029239766081871343
3173603,Search Engines,0.005847953216374269
3173603,Typed/Bookmarked,0.9912280701754386
3173811,Inside Your Site,0.4222222222222222
3173811,Search Engines,0.2
3173811,Social Networks,0.24444444444444444
3173811,Typed/Bookmarked,0.6444444444444445
3173852,Inside Your Site,0.06766917293233082
3173852,Search Engines,0.015037593984962405
3173852,Typed/Bookmarked,1
3173880,Inside Your Site,0.13793103448275862
3173880,Search Engines,0.034482758620689655
3173880,Typed/Bookmarked,0.9655172413793104
3173929,Inside Your Site,0.7407407407407407
3173929,Other Web Sites,0.006734006734006734
3173929,Search Engines,0.037037037037037035
3173929,Social Networks,0.06397306397306397
3173929,Typed/Bookmarked,0.9764309764309764
3173980,Inside Your Site,0.21428571428571427
3173980,Typed/Bookmarked,1
3174037,Inside Your Site,0.5
3174037,Other Web Sites,0.25
3174037,Search Engines,0.75
3174037,Typed/Bookmarked,0.5
3174457,Inside Your Site,1
3174488,Typed/Bookmarked,1
3174635,Inside Your Site,0.47619047619047616
3174635,Search Engines,0.047619047619047616
3174635,Typed/Bookmarked,0.9523809523809523
3174711,Inside Your Site,0.5
3174711,Typed/Bookmarked,1
3174755,Inside Your Site,0.22556390977443608
3174755,No JavaScript,0.007518796992481203
3174755,Search Engines,0.007518796992481203
3174755,Social Networks,0.007518796992481203
3174755,Typed/Bookmarked,0.9699248120300752
3174781,Typed/Bookmarked,1
3174844,Inside Your Site,0.625
3174844,Search Engines,0.625
3174844,Social Networks,0.125
3174844,Typed/Bookmarked,0.375
3174965,Typed/Bookmarked,1
3174992,Other Web Sites,0.5
3174992,Typed/Bookmarked,1
3175032,Inside Your Site,0.21875
3175032,Other Web Sites,0.0625
3175032,Search Engines,0.175
3175032,Social Networks,0.125
3175032,Typed/Bookmarked,0.825
3175036,Inside Your Site,0.9384615384615385
3175036,Other Web Sites,0.07692307692307693
3175036,Search Engines,0.03076923076923077
3175036,Typed/Bookmarked,0.6615384615384615
3175072,Typed/Bookmarked,1
3175110,Inside Your Site,1
3175154,Inside Your Site,1
3175214,Inside Your Site,0.34615384615384615
3175214,Search Engines,0.15384615384615385
3175214,Typed/Bookmarked,0.8461538461538461
3175242,Typed/Bookmarked,1
3175528,Inside Your Site,0.24912280701754386
3175528,Search Engines,0.05263157894736842
3175528,Social Networks,0.042105263157894736
3175528,Typed/Bookmarked,0.9894736842105263
3175580,Inside Your Site,0.3197969543147208
3175580,Other Web Sites,0.06091370558375635
3175580,Search Engines,0.050761421319796954
3175580,Typed/Bookmarked,0.9187817258883249
3175583,Inside Your Site,0.8454935622317596
3175583,Other Web Sites,0.008583690987124463
3175583,Search Engines,0.05150214592274678
3175583,Social Networks,0.05150214592274678
3175583,Typed/Bookmarked,0.9527896995708155
3175695,Search Engines,1
3175705,Inside Your Site,0.8487972508591065
3175705,Search Engines,0.041237113402061855
3175705,Social Networks,0.006872852233676976
3175705,Typed/Bookmarked,0.8900343642611683
3175864,Inside Your Site,0.17647058823529413
3175864,Other Web Sites,0.058823529411764705
3175864,Search Engines,0.058823529411764705
3175864,Typed/Bookmarked,0.8823529411764706
3175937,Inside Your Site,0.17209302325581396
3175937,Other Web Sites,0.002325581395348837
3175937,Search Engines,0.7395348837209302
3175937,Social Networks,0.004651162790697674
3175937,Typed/Bookmarked,0.986046511627907
3176032,Inside Your Site,0.09976798143851508
3176032,Other Web Sites,0.002320185614849188
3176032,Typed/Bookmarked,0.9976798143851509
3176115,Inside Your Site,0.6875
3176115,Other Web Sites,0.0625
3176115,Search Engines,0.375
3176115,Typed/Bookmarked,0.625
3176230,Inside Your Site,0.2
3176230,Typed/Bookmarked,1
3176250,Inside Your Site,0.5
3176250,Search Engines,0.125
3176250,Social Networks,0.25
3176250,Typed/Bookmarked,0.875
3176449,Inside Your Site,0.3333333333333333
3176449,Search Engines,0.06666666666666667
3176449,Typed/Bookmarked,0.8
3176457,Inside Your Site,0.4
3176457,Other Web Sites,0.2
3176457,Search Engines,0.4
3176457,Typed/Bookmarked,0.4
3176477,Inside Your Site,0.6666666666666666
3176477,Typed/Bookmarked,1
3176673,Inside Your Site,1
3176673,Typed/Bookmarked,0.75
3176702,Inside Your Site,0.23361344537815126
3176702,Other Web Sites,0.0067226890756302525
3176702,Search Engines,0.043697478991596636
3176702,Social Networks,0.013445378151260505
3176702,Typed/Bookmarked,0.9949579831932773
3177052,Inside Your Site,0.16129032258064516
3177052,Social Networks,0.03225806451612903
3177052,Typed/Bookmarked,1
3177105,Inside Your Site,0.625
3177105,Social Networks,0.125
3177105,Typed/Bookmarked,0.5
3177167,Inside Your Site,1
3177183,Inside Your Site,0.29
3177183,Search Engines,0.08
3177183,Social Networks,0.14
3177183,Typed/Bookmarked,0.83
3177196,Typed/Bookmarked,1
3177222,Inside Your Site,0.6666666666666666
3177222,Other Web Sites,0.3333333333333333
3177222,Search Engines,0.3333333333333333
3177222,Typed/Bookmarked,0.6666666666666666
3177326,Inside Your Site,0.36363636363636365
3177326,Typed/Bookmarked,0.8181818181818182
3177388,Inside Your Site,0.9285714285714286
3177388,Search Engines,0.01680672268907563
3177388,Typed/Bookmarked,0.5798319327731093
3177411,Inside Your Site,1
3177411,Typed/Bookmarked,0.6666666666666666
3177414,Inside Your Site,0.5
3177414,Typed/Bookmarked,1
3177531,Inside Your Site,0.5294117647058824
3177531,Typed/Bookmarked,0.8235294117647058
3177577,Inside Your Site,0.11602209944751381
3177577,Search Engines,0.0027624309392265192
3177577,Social Networks,0.10773480662983426
3177577,Typed/Bookmarked,0.9723756906077348
3177693,Inside Your Site,0.47058823529411764
3177693,Search Engines,0.058823529411764705
3177693,Typed/Bookmarked,0.6470588235294118
3177748,Inside Your Site,0.4411764705882353
3177748,Other Web Sites,0.17647058823529413
3177748,Search Engines,0.38235294117647056
3177748,Social Networks,0.029411764705882353
3177748,Typed/Bookmarked,0.7941176470588235
3177750,Inside Your Site,0.01639344262295082
3177750,Search Engines,0.01639344262295082
3177750,Social Networks,0.5409836065573771
3177750,Typed/Bookmarked,0.8032786885245902
3177919,Inside Your Site,0.41846153846153844
3177919,Search Engines,0.036923076923076927
3177919,Social Networks,0.006153846153846154
3177919,Typed/Bookmarked,0.9846153846153847
3178155,Inside Your Site,0.6766467065868264
3178155,Other Web Sites,0.011976047904191617
3178155,Search Engines,0.011976047904191617
3178155,Typed/Bookmarked,0.7724550898203593
3178565,Inside Your Site,0.9629629629629629
3178565,Search Engines,0.2222222222222222
3178565,Typed/Bookmarked,0.7407407407407407
3178584,Inside Your Site,0.125
3178584,Search Engines,0.375
3178584,Typed/Bookmarked,0.875
3178612,Inside Your Site,0.4482758620689655
3178612,Search Engines,0.10344827586206896
3178612,Typed/Bookmarked,0.896551724137931
3178666,Inside Your Site,0.6428571428571429
3178666,Typed/Bookmarked,0.7857142857142857
3178681,Search Engines,0.2
3178681,Social Networks,0.3
3178681,Typed/Bookmarked,0.8
3178684,Inside Your Site,0.4444444444444444
3178684,Social Networks,0.1111111111111111
3178684,Typed/Bookmarked,0.8888888888888888
3178729,Typed/Bookmarked,1
3178863,Inside Your Site,0.3888888888888889
3178863,Search Engines,0.5555555555555556
3178863,Typed/Bookmarked,0.4444444444444444
3178954,Inside Your Site,1
3178954,Typed/Bookmarked,0.5
3179015,Inside Your Site,0.3161764705882353
3179015,Other Web Sites,0.19362745098039216
3179015,Search Engines,0.19117647058823528
3179015,Social Networks,0.09558823529411764
3179015,Typed/Bookmarked,0.9264705882352942
3179019,Inside Your Site,0.42857142857142855
3179019,Search Engines,0.14285714285714285
3179019,Typed/Bookmarked,0.7142857142857143
3179040,Inside Your Site,0.42857142857142855
3179040,Other Web Sites,0.14285714285714285
3179040,Search Engines,0.2857142857142857
3179040,Typed/Bookmarked,0.42857142857142855
3179287,Inside Your Site,0.3469387755102041
3179287,Other Web Sites,0.04081632653061224
3179287,Search Engines,0.02040816326530612
3179287,Typed/Bookmarked,0.9591836734693877
3179598,Inside Your Site,0.057692307692307696
3179598,Social Networks,0.9807692307692307
3179598,Typed/Bookmarked,0.1858974358974359
3179604,Inside Your Site,0.22413793103448276
3179604,Other Web Sites,0.008620689655172414
3179604,Search Engines,0.017241379310344827
3179604,Social Networks,0.017241379310344827
3179604,Typed/Bookmarked,0.9741379310344828
3179658,Inside Your Site,0.41333333333333333
3179658,Other Web Sites,0.04
3179658,Search Engines,0.12
3179658,Typed/Bookmarked,0.92
3179775,Inside Your Site,0.5116279069767442
3179775,Search Engines,0.13953488372093023
3179775,Typed/Bookmarked,0.9069767441860465
3179918,Inside Your Site,0.8333333333333334
3179918,Search Engines,0.3333333333333333
3179918,Social Networks,0.16666666666666666
3179918,Typed/Bookmarked,0.6666666666666666
3179956,Inside Your Site,1
3179991,Inside Your Site,0.45987654320987653
3179991,No JavaScript,0.0030864197530864196
3179991,Search Engines,0.006172839506172839
3179991,Typed/Bookmarked,0.9938271604938271
3180038,Inside Your Site,0.9
3180038,Search Engines,0.05
3180038,Typed/Bookmarked,0.3
3180060,Inside Your Site,0.10344827586206896
3180060,Other Web Sites,0.005747126436781609
3180060,Search Engines,0.06896551724137931
3180060,Social Networks,0.0028735632183908046
3180060,Typed/Bookmarked,0.9770114942528736
3180125,Inside Your Site,0.5
3180125,Search Engines,0.25
3180125,Typed/Bookmarked,1
3180136,Inside Your Site,0.7666666666666667
3180136,Search Engines,0.13333333333333333
